Class,Order,Family,Genus,Species,Common name,Gestation/Incubation (days),Maximum longevity (yrs)
Aves,Passeriformes,Emberizidae,Zonotrichia,leucophrys,White-crowned sparrow,12,13.3
Aves,Passeriformes,Emberizidae,Zonotrichia,querula,Harris's sparrow,13,11.7
Aves,Passeriformes,Estrildidae,Erythrura,gouldiae,Gouldian finch,13,6
Aves,Passeriformes,Fringillidae,Acanthis,flammea,Common redpoll,10,12.2
Aves,Passeriformes,Fringillidae,Acanthis,hornemanni,Hoary redpoll,12,6.8
Aves,Passeriformes,Fringillidae,Chlorodrepanis,stejnegeri,Kauai amakihi,14,9
Aves,Passeriformes,Fringillidae,Chlorodrepanis,virens,Hawaii amakihi,14,12
Aves,Passeriformes,Fringillidae,Haemorhous,cassinii,Cassin's finch,13,7
Aves,Passeriformes,Fringillidae,Haemorhous,mexicanus,House finch,14,11.6
Aves,Passeriformes,Fringillidae,Haemorhous,purpureus,Purple finch,13,14
Aves,Passeriformes,Fringillidae,Hesperiphona,vespertina,Evening grosbeak,13,17
Aves,Passeriformes,Fringillidae,Himatione,sanguinea,Apapane,13,11
Aves,Passeriformes,Fringillidae,Leucosticte,atrata,Black rosy-finch,13,8.6
Aves,Passeriformes,Fringillidae,Leucosticte,tephrocotis,Gray-crowned rosy-finch,14,6.6
Aves,Passeriformes,Fringillidae,Loxia,curvirostra,Red crossbill,13,16.1
Aves,Passeriformes,Fringillidae,Loxioides,bailleui,Palila,16,13
Aves,Passeriformes,Fringillidae,Loxops,coccineus,Akepa,15,10
Aves,Passeriformes,Fringillidae,Magumma,parva,Anianiau,14,9.5
Aves,Passeriformes,Fringillidae,Palmeria,dolei,Akohekohe or crested honeycreeper,17,9.2
Aves,Passeriformes,Fringillidae,Pinicola,enucleator,Pine grosbeak,13,9.8
Aves,Passeriformes,Fringillidae,Spinus,pinus,Pine siskin,13,11
Aves,Passeriformes,Fringillidae,Spinus,psaltria,Lesser goldfinch,12,5.7
Aves,Passeriformes,Fringillidae,Spinus,tristis,American goldfinch,13,13
Aves,Passeriformes,Fringillidae,Telespiza,cantans,Laysan finch,16,12
Aves,Passeriformes,Fringillidae,Telespiza,ultima,Nihoa finch,15,12
Aves,Passeriformes,Hirundinidae,Hirundo,rustica,Barn swallow,15,16
Aves,Passeriformes,Hirundinidae,Petrochelidon,pyrrhonota,Cliff swallow,14,11.8
Aves,Passeriformes,Hirundinidae,Progne,subis,Purple martin,15,13.8
Aves,Passeriformes,Hirundinidae,Riparia,riparia,Bank swallow,15,10
Aves,Passeriformes,Hirundinidae,Stelgidopteryx,ruficollis,Southern rough-winged swallow,14,5.9
Aves,Passeriformes,Hirundinidae,Tachycineta,bicolor,Tree swallow,14,12.1
Aves,Passeriformes,Hirundinidae,Tachycineta,thalassina,Violet-green swallow,14,9.1
Aves,Passeriformes,Icteridae,Agelaius,phoeniceus,Red-winged blackbird,12,20
Aves,Passeriformes,Icteridae,Agelaius,tricolor,Tricolored blackbird,11,13.2
Aves,Passeriformes,Icteridae,Dolichonyx,oryzivorus,Bobolink,13,9
Aves,Passeriformes,Icteridae,Euphagus,carolinus,Rusty blackbird,14,8.8
Aves,Passeriformes,Icteridae,Euphagus,cyanocephalus,Brewer's blackbird,13,12.5
Aves,Passeriformes,Icteridae,Icterus,bullockii,Bullock's oriole,11,8.9
Aves,Passeriformes,Icteridae,Icterus,cucullatus,Hooded oriole,13,6
Aves,Passeriformes,Icteridae,Icterus,galbula,Baltimore oriole,13,14
Aves,Passeriformes,Icteridae,Icterus,parisorum,Scott's oriole,14,6.4
Aves,Passeriformes,Icteridae,Icterus,spurius,Orchard oriole,13,17.7
Aves,Passeriformes,Icteridae,Molothrus,ater,Brown-headed cowbird,11,16.9
Aves,Passeriformes,Icteridae,Quiscalus,quiscula,Common grackle,14,23.1
Aves,Passeriformes,Icteridae,Sturnella,magna,Eastern meadowlark,13,12.6
Aves,Passeriformes,Icteridae,Sturnella,neglecta,Western meadowlark,14,10
Aves,Passeriformes,Icteridae,Xanthocephalus,xanthocephalus,Yellow-headed blackbird,12,18
Aves,Passeriformes,Laniidae,Lanius,ludovicianus,Loggerhead shrike,11,12.5
Aves,Passeriformes,Leiothrichidae,Leiothrix,lutea,Red-billed leothrix,12,15
Aves,Passeriformes,Mimidae,Dumetella,carolinensis,Gray catbird,13,17.9
Aves,Passeriformes,Mimidae,Mimus,polyglottos,Northern mockingbird,12,20
Aves,Passeriformes,Mimidae,Toxostoma,crissale,Crissal thrasher,14,4.8
Aves,Passeriformes,Mimidae,Toxostoma,curvirostre,Curve-billed thrasher,13,10.8
Aves,Passeriformes,Mimidae,Toxostoma,lecontei,Le conte's thrasher,16,5.7
Aves,Passeriformes,Mimidae,Toxostoma,longirostre,Long-billed thrasher,14,7.8
Aves,Passeriformes,Mimidae,Toxostoma,redivivum,California thrasher,14,6.9
Aves,Passeriformes,Mimidae,Toxostoma,rufum,Brown thrasher,13,12.8
Aves,Passeriformes,Motacillidae,Anthus,rubescens,American pipit,14,5.1
Aves,Passeriformes,Motacillidae,Anthus,spinoletta,Water pipit,14,8.8
Aves,Passeriformes,Motacillidae,Motacilla,alba,White wagtail,13,13.7
Aves,Passeriformes,Motacillidae,Motacilla,flava,Yellow wagtail,11,8.8
Aves,Passeriformes,Muscicapidae,Copsychus,malabaricus,White-rumped shama,14,7
Aves,Passeriformes,Muscicapidae,Luscinia,svecica,Bluethroat,13,11.4
Aves,Passeriformes,Muscicapidae,Oenanthe,oenanthe,Northern wheatear,14,10.1
Aves,Passeriformes,Paridae,Baeolophus,bicolor,Tufted titmouse,13,13.3
Aves,Passeriformes,Paridae,Baeolophus,inornatus,Plain titmouse or oak titmouse,15,9
Aves,Passeriformes,Paridae,Baeolophus,wollweberi,Bridled titmouse,13,6.6
Aves,Passeriformes,Paridae,Poecile,atricapillus,Black-capped chickadee,12,12.4
Aves,Passeriformes,Paridae,Poecile,carolinensis,Carolina chickadee,13,10.9
Aves,Passeriformes,Paridae,Poecile,cinctus,Siberian tit or gray-headed chickadee,15,9
Aves,Passeriformes,Paridae,Poecile,gambeli,Mountain chickadee,14,10.1
Aves,Passeriformes,Paridae,Poecile,hudsonicus,Boreal chickadee,15,7
Aves,Passeriformes,Paridae,Poecile,rufescens,Chestnut-backed chickadee,13,9.5
Aves,Passeriformes,Parulidae,Cardellina,canadensis,Canada warbler,12,8
Aves,Passeriformes,Parulidae,Cardellina,pusilla,Wilson's warbler,10,8.9
Aves,Passeriformes,Parulidae,Cardellina,rubrifrons,Red-faced warbler,13,3
Aves,Passeriformes,Parulidae,Geothlypis,formosa,Kentucky warbler,12,6.9
Aves,Passeriformes,Parulidae,Geothlypis,philadelphia,Mourning warbler,12,7.9
Aves,Passeriformes,Parulidae,Geothlypis,trichas,Common yellowthroat,12,11.5
Aves,Passeriformes,Parulidae,Helmitheros,vermivorum,Worm-eating warbler,13,8.1
Aves,Passeriformes,Parulidae,Icteria,virens,Yellow-breasted chat,11,8.9
Aves,Passeriformes,Parulidae,Leiothlypis,celata,Orange-crowned warbler,12,8.6
Aves,Passeriformes,Parulidae,Leiothlypis,luciae,Lucy's warbler,11,5.8
Aves,Passeriformes,Parulidae,Leiothlypis,peregrina,Tennessee warbler,11,6.4
Aves,Passeriformes,Parulidae,Leiothlypis,ruficapilla,Nashville warbler,11,10.2
Aves,Passeriformes,Parulidae,Limnothlypis,swainsonii,Swainson's warbler,14,9.9
Aves,Passeriformes,Parulidae,Mniotilta,varia,Black-and-white warbler,11,12.2
Aves,Passeriformes,Parulidae,Myioborus,pictus,Painted redstart,13,6.6
Aves,Passeriformes,Parulidae,Parkesia,motacilla,Louisiana waterthrush,13,11.9
Aves,Passeriformes,Parulidae,Parkesia,noveboracensis,Northern waterthrush,12,8.9
Aves,Passeriformes,Parulidae,Protonotaria,citrea,Prothonotary warbler,13,8.1
Aves,Passeriformes,Parulidae,Seiurus,aurocapilla,Ovenbird,12,11
Aves,Passeriformes,Parulidae,Setophaga,americana,Northern parula,13,7
Aves,Passeriformes,Parulidae,Setophaga,caerulescens,Black-throated blue warbler,13,10
Aves,Passeriformes,Parulidae,Setophaga,castanea,Bay-breasted warbler,12,4.9
Aves,Passeriformes,Parulidae,Setophaga,cerulea,Cerulean warbler,12,6
Aves,Passeriformes,Parulidae,Setophaga,citrina,Hooded warbler,12,8.2
Aves,Passeriformes,Parulidae,Setophaga,coronata,Yellow-rumped (myrtle) warbler,12,10
Aves,Passeriformes,Parulidae,Setophaga,discolor,Prairie warbler,12,10.3
Aves,Passeriformes,Parulidae,Setophaga,dominica,Yellow-throated warbler,12,6.1
Aves,Passeriformes,Parulidae,Setophaga,fusca,Blackburnian warbler,11,8.2
Aves,Passeriformes,Parulidae,Setophaga,kirtlandii,Kirtland's warbler,14,9
Aves,Passeriformes,Parulidae,Setophaga,magnolia,Magnolia warbler,12,8
Aves,Passeriformes,Parulidae,Setophaga,palmarum,Western palm warbler,12,6.6
Aves,Passeriformes,Parulidae,Setophaga,pensylvanica,Chestnut-sided warbler,12,6.9
Aves,Passeriformes,Parulidae,Setophaga,petechia,Yellow warbler,12,11
Aves,Passeriformes,Parulidae,Setophaga,pinus,Pine warbler,13,10.2
Aves,Passeriformes,Parulidae,Setophaga,ruticilla,American redstart,12,10.1
Aves,Passeriformes,Parulidae,Setophaga,striata,Blackpoll warbler,12,8.1
Aves,Passeriformes,Parulidae,Setophaga,townsendi,Townsend's warbler,12,10.7
Aves,Passeriformes,Parulidae,Setophaga,virens,Black-throated green warbler,12,6
Aves,Passeriformes,Parulidae,Vermivora,chrysoptera,Golden-winged warbler,10,7.9
Aves,Passeriformes,Parulidae,Vermivora,cyanoptera,Blue-winged warbler,11,9
Aves,Passeriformes,Passeridae,Passer,domesticus,House sparrow,11,23
Aves,Passeriformes,Passeridae,Passer,montanus,Eurasian tree sparrow,13,13.1
Aves,Passeriformes,Polioptilidae,Polioptila,caerulea,Blue-grey gnatcatcher,13,4.2
Aves,Passeriformes,Polioptilidae,Polioptila,californica,California gnatcatcher,14,8
Aves,Passeriformes,Pycnonotidae,Pycnonotus,jocosus,Red-whiskered bulbul,12,11.1
Aves,Passeriformes,Regulidae,Regulus,calendula,Ruby-crowned kinglet,12,5.6
Aves,Passeriformes,Regulidae,Regulus,satrapa,Golden-crowned kinglet,14,6.3
Aves,Passeriformes,Remizidae,Auriparus,flaviceps,Verdin,14,5.6
Aves,Passeriformes,Sittidae,Sitta,canadensis,Red-breasted nuthatch,12,7.5
Aves,Passeriformes,Sittidae,Sitta,carolinensis,White-breasted nuthatch,12,9.8
Aves,Passeriformes,Sittidae,Sitta,pusilla,Brown-headed nuthatch,14,5.8
Aves,Passeriformes,Sittidae,Sitta,pygmaea,Pygmy nuthatch,15,8.2
Aves,Passeriformes,Sturnidae,Acridotheres,cristatellus,Crested myna,15,13
Aves,Passeriformes,Sturnidae,Leucopsar,rothschildi,Bali mynah,13,25
Aves,Passeriformes,Sturnidae,Sturnus,vulgaris,European starling,12,22.9
Aves,Passeriformes,Sylviidae,Chamaea,fasciata,Wrentit,15,12.6
Aves,Passeriformes,Thraupidae,Sporophila,torqueola,White-collared seedeater,13,11.7
Aves,Passeriformes,Thraupidae,Thraupis,episcopus,Blue-grey tanager,13,9.5
Aves,Passeriformes,Troglodytidae,Campylorhynchus,brunneicapillus,Cactus wren,16,7.3
Aves,Passeriformes,Troglodytidae,Thryomanes,bewickii,Bewick's wren,14,8
Aves,Passeriformes,Troglodytidae,Thryothorus,ludovicianus,Carolina wren,14,9.2
Aves,Passeriformes,Troglodytidae,Troglodytes,aedon,House wren,13,9
Aves,Passeriformes,Troglodytidae,Troglodytes,troglodytes,Winter wren,15,7
Aves,Passeriformes,Turdidae,Catharus,bicknelli,Bicknell's thrush,12,11.9
Aves,Passeriformes,Turdidae,Catharus,fuscescens,Veery,11,10.1
Aves,Passeriformes,Turdidae,Catharus,guttatus,Hermit thrush,12,10.8
Aves,Passeriformes,Turdidae,Catharus,minimus,Grey-cheeked thrush,13,7.3
Aves,Passeriformes,Turdidae,Catharus,ustulatus,Swainson's thrush,12,11
Aves,Passeriformes,Turdidae,Hylocichla,mustelina,Wood thrush,13,10.2
Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied thrush,14,5.6
Aves,Passeriformes,Turdidae,Sialia,currucoides,Mountain bluebird,13,9
Aves,Passeriformes,Turdidae,Sialia,mexicana,Western bluebird,14,8.7
Aves,Passeriformes,Turdidae,Sialia,sialis,Eastern bluebird,14,10.5
Aves,Passeriformes,Turdidae,Turdus,grayi,Clay-colored robin,12,9.6
Aves,Passeriformes,Turdidae,Turdus,migratorius,American robin,13,17
Aves,Passeriformes,Tyrannidae,Contopus,cooperi,Olive-sided flycatcher,15,11.1
Aves,Passeriformes,Tyrannidae,Contopus,sordidulus,Western wood pewee,14,8.1
Aves,Passeriformes,Tyrannidae,Contopus,virens,Eastern wood pewee,13,8.2
Aves,Passeriformes,Tyrannidae,Empidonax,alnorum,Alder flycatcher,13,9.1
Aves,Passeriformes,Tyrannidae,Empidonax,difficilis,Pacific-slope flycatcher,14,6.9
Aves,Passeriformes,Tyrannidae,Empidonax,minimus,Least flycatcher,14,8
Aves,Passeriformes,Tyrannidae,Empidonax,oberholseri,Dusky flycatcher,15,9
Aves,Passeriformes,Tyrannidae,Empidonax,traillii,Willow flycatcher,13,11
Aves,Passeriformes,Tyrannidae,Empidonax,virescens,Acadian flycatcher,13,12.1
Aves,Passeriformes,Tyrannidae,Myiarchus,cinerascens,Ash-throated flycatcher,15,11.9
Aves,Passeriformes,Tyrannidae,Myiarchus,crinitus,Great crested flycatcher,14,14.9
Aves,Passeriformes,Tyrannidae,Pyrocephalus,rubinus,Vermilion flycatcher,14,5.5
Aves,Passeriformes,Tyrannidae,Sayornis,nigricans,Black phoebe,16,8
Aves,Passeriformes,Tyrannidae,Sayornis,phoebe,Eastern phoebe,16,10.3
Aves,Passeriformes,Tyrannidae,Tyrannus,tyrannus,Eastern kingbird,12,11.1
Aves,Passeriformes,Tyrannidae,Tyrannus,verticalis,Western kingbird,13,6.9
Aves,Passeriformes,Vireonidae,Vireo,atricapilla,Black-capped vireo,15,12
Aves,Passeriformes,Vireonidae,Vireo,bellii,Bell's vireo,14,9.1
Aves,Passeriformes,Vireonidae,Vireo,flavifrons,Yellow-throated vireo,15,6.1
Aves,Passeriformes,Vireonidae,Vireo,gilvus,Warbling vireo,13,13.1
Aves,Passeriformes,Vireonidae,Vireo,griseus,White-eyed vireo,13,10.9
Aves,Passeriformes,Vireonidae,Vireo,huttoni,Hutton's vireo,14,13.5
Aves,Passeriformes,Vireonidae,Vireo,olivaceus,Red-eyed vireo,12,10.2
Aves,Passeriformes,Vireonidae,Vireo,philadelphicus,Philadelphia vireo,14,9.8
Aves,Passeriformes,Vireonidae,Vireo,solitarius,Blue-headed vireo,12,7.4
Aves,Passeriformes,Zosteropidae,Zosterops,japonicus,Japanese white-eye,11,5.1
Aves,Pelecaniformes,Ardeidae,Ardea,alba,Great egret,23,22.8
Aves,Pelecaniformes,Ardeidae,Ardea,herodias,Great blue heron,28,24.5
Aves,Pelecaniformes,Ardeidae,Botaurus,lentiginosus,American bittern,34,8.3
Aves,Pelecaniformes,Ardeidae,Bubulcus,ibis,Cattle egret,22,23
Aves,Pelecaniformes,Ardeidae,Butorides,virescens,Green heron,20,11.6
Aves,Pelecaniformes,Ardeidae,Egretta,caerulea,Little blue heron,23,13.9
Aves,Pelecaniformes,Ardeidae,Egretta,thula,Snowy egret,18,22.8
Aves,Pelecaniformes,Ardeidae,Egretta,tricolor,Tricolored heron,21,17.7
Aves,Pelecaniformes,Ardeidae,Nycticorax,nycticorax,Black-crowned night heron,25,21.1
Aves,Pelecaniformes,Pelecanidae,Pelecanus,erythrorhynchos,American white pelican,36,54
Aves,Pelecaniformes,Pelecanidae,Pelecanus,occidentalis,Brown pelican,29,43
Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,White ibis,22,27.6
Aves,Pelecaniformes,Threskiornithidae,Eudocimus,ruber,Scarlet ibis,23,33.2
Aves,Pelecaniformes,Threskiornithidae,Platalea,ajaja,Roseate spoonbill,23,28
Aves,Pelecaniformes,Threskiornithidae,Plegadis,chihi,White-faced ibis,21,20.4
Aves,Phaethontiformes,Phaethontidae,Phaethon,aethereus,Red-billed tropicbird,44,17.6
Aves,Phaethontiformes,Phaethontidae,Phaethon,rubricauda,Red-tailed tropicbird,45,32.7
Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,roseus,Greater flamingo,30,44
Aves,Piciformes,Picidae,Colaptes,auratus,Northern flicker,11,12.5
Aves,Piciformes,Picidae,Dryocopus,pileatus,Pileated woodpecker,18,13
Aves,Piciformes,Picidae,Melanerpes,carolinus,Red-bellied woodpecker,12,20.7
Aves,Piciformes,Picidae,Melanerpes,erythrocephalus,Red-headed woodpecker,14,10
Aves,Piciformes,Picidae,Melanerpes,formicivorus,Acorn woodpecker,14,17.2
Aves,Piciformes,Picidae,Melanerpes,uropygialis,Gila woodpecker,14,11
Aves,Piciformes,Picidae,Picoides,borealis,Red-cockaded woodpecker,11,16.1
Aves,Piciformes,Picidae,Picoides,pubescens,Downy woodpecker,12,11.9
Aves,Piciformes,Picidae,Picoides,villosus,Hairy woodpecker,14,15.9
Aves,Piciformes,Picidae,Sphyrapicus,varius,Yellow-bellied sapsucker,12,7.8
Aves,Piciformes,Ramphastidae,Ramphastos,toco,Toco toucan,16,16.2
Aves,Podicipediformes,Podicipedidae,Aechmophorus,occidentalis,Western grebe,23,14
Aves,Podicipediformes,Podicipedidae,Podiceps,nigricollis,Eared grebe,21,13.1
Aves,Procellariiformes,Diomedeidae,Phoebastria,immutabilis,Laysan albatross,64,65
Aves,Procellariiformes,Diomedeidae,Phoebastria,nigripes,Black-footed albatross,65,42.1
Aves,Procellariiformes,Hydrobatidae,Hydrobates,pelagicus,European storm petrel,35,33.8
Aves,Procellariiformes,Hydrobatidae,Oceanodroma,castro,Harcourt's storm petrel,42,36
Aves,Procellariiformes,Hydrobatidae,Oceanodroma,leucorhoa,Leach's storm petrel,41,36
Aves,Procellariiformes,Procellariidae,Bulweria,bulwerii,Bulwer's petrel,44,22.9
Aves,Procellariiformes,Procellariidae,Fulmarus,glacialis,Northern fulmar,55,51
Aves,Procellariiformes,Procellariidae,Pterodroma,hypoleuca,Bonin Island petrel,49,30.8
Aves,Procellariiformes,Procellariidae,Puffinus,pacificus,Wedge-tailed shearwater,53,29
Aves,Procellariiformes,Procellariidae,Puffinus,puffinus,Manx shearwater,51,50.9
Aves,Procellariiformes,Procellariidae,Puffinus,tenuirostris,Short-tailed shearwater,53,39.9
Aves,Psittaciformes,Psittacidae,Ara,chloropterus,Red-and-green macaw,28,50.1
Aves,Psittaciformes,Psittacidae,Brotogeris,chiriri,Yellow-chevroned parakeet,26,19
Aves,Psittaciformes,Psittacidae,Brotogeris,versicolurus,Canary-winged parakeet,25,10.3
Aves,Psittaciformes,Psittacidae,Cacatua,alba,White cockatoo,30,26.9
Aves,Psittaciformes,Psittacidae,Cacatua,galerita,Sulphur-crested cockatoo,27,57
Aves,Psittaciformes,Psittacidae,Conuropsis,carolinensis,Carolina parakeet,22,30
Aves,Psittaciformes,Psittacidae,Myiopsitta,monachus,Monk parakeet,31,22.1
Aves,Psittaciformes,Psittacidae,Rhynchopsitta,pachyrhyncha,Thick-billed parrot,26,33
Aves,Psittaciformes,Psittacidae,Strigops,habroptila,Kakapo,30,60
Aves,Sphenisciformes,Spheniscidae,Eudyptula,minor,Little penguin,39,25.6
Aves,Sphenisciformes,Spheniscidae,Spheniscus,magellanicus,Magellanic penguin,40,30
Aves,Strigiformes,Strigidae,Aegolius,acadicus,Northern saw-whet owl,27,17.5
Aves,Strigiformes,Strigidae,Aegolius,funereus,Boreal owl,27,15.9
Aves,Strigiformes,Strigidae,Asio,flammeus,Short-eared owl,25,21.8
Aves,Strigiformes,Strigidae,Asio,otus,Long-eared owl,27,27.8
Aves,Strigiformes,Strigidae,Athene,cunicularia,Burrowing owl,28,11
Aves,Strigiformes,Strigidae,Bubo,scandiacus,Snowy owl,32,28
Aves,Strigiformes,Strigidae,Bubo,virginianus,Great horned owl,27,29
Aves,Strigiformes,Strigidae,Megascops,asio,Eastern screech-owl,29,20.7
Aves,Strigiformes,Strigidae,Megascops,kennicottii,Western screech-owl,30,19
Aves,Strigiformes,Strigidae,Micrathene,whitneyi,Elf owl,24,14
Aves,Strigiformes,Strigidae,Otus,flammeolus,Flammulated owl,22,8.1
Aves,Strigiformes,Strigidae,Pulsatrix,perspicillata,Spectacled owl,36,25
Aves,Strigiformes,Strigidae,Strix,nebulosa,Great grey owl,30,15.9
Aves,Strigiformes,Strigidae,Strix,occidentalis,Spotted owl,30,25
Aves,Strigiformes,Strigidae,Strix,varia,Barred owl,28,24
Aves,Strigiformes,Strigidae,Surnia,ulula,Northern hawk-owl,27,16.2
Aves,Strigiformes,Tytonidae,Tyto,alba,Barn owl,33,34
Aves,Suliformes,Anhingidae,Anhinga,anhinga,Anhinga,28,16.4
Aves,Suliformes,Fregatidae,Fregata,magnificens,Magnificent frigatebird,56,34
Aves,Suliformes,Fregatidae,Fregata,minor,Great frigatebird,56,43
Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,auritus,Double-crested cormorant,24,22.5
Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,brasilianus,Neotropic cormorant,26,12.6
Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,carbo,Great cormorant,30,27.2
Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,pelagicus,Pelagic cormorant,22,17.8
Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,penicillatus,Brandt's cormorant,30,18
Aves,Suliformes,Sulidae,Morus,bassanus,Northern gannet,43,37.4
Aves,Suliformes,Sulidae,Sula,dactylatra,Masked booby,43,25.5
Aves,Suliformes,Sulidae,Sula,leucogaster,Brown booby,41,27.2
Aves,Suliformes,Sulidae,Sula,nebouxii,Blue-footed booby,41,18
Aves,Suliformes,Sulidae,Sula,sula,Red-footed booby,44,23
Chondrostei,Acipenseriformes,Acipenseridae,Acipenser,brevirostrum,Shortnose sturgeon,13,67
Chondrostei,Acipenseriformes,Acipenseridae,Acipenser,fulvescens,Lake sturgeon,6,152
Mammalia,Afrosoricida,Tenrecidae,Echinops,telfairi,Lesser hedgehog tenrec,55,19
Mammalia,Afrosoricida,Tenrecidae,Microgale,dobsoni,Dobson's shrew tenrec,61,5.6
Mammalia,Afrosoricida,Tenrecidae,Microgale,talazaci,Talazac's shrew tenrec,61,5.8
Mammalia,Afrosoricida,Tenrecidae,Setifer,setosus,Greater hedgehog tenrec,54,14.1
Mammalia,Afrosoricida,Tenrecidae,Tenrec,ecaudatus,Tenrec,58,8.7
Mammalia,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,235,15.5
Mammalia,Artiodactyla,Bovidae,Alcelaphus,buselaphus,Hartebeest,247,22.5
Mammalia,Artiodactyla,Bovidae,Ammotragus,lervia,Aoudad,149,21.7
Mammalia,Artiodactyla,Bovidae,Bison,bonasus,European bison,270,26.4
Mammalia,Artiodactyla,Bovidae,Bos,frontalis,Gaur,275,26.2
Mammalia,Artiodactyla,Bovidae,Bos,javanicus,Banteng,295,27.1
Mammalia,Artiodactyla,Bovidae,Bubalus,bubalis,Water buffalo,311,34.9
Mammalia,Artiodactyla,Bovidae,Bubalus,depressicornis,Anoa,300,36.1
Mammalia,Artiodactyla,Bovidae,Bubalus,quarlesi,Mountain anoa,295,29.2
Mammalia,Artiodactyla,Bovidae,Budorcas,taxicolor,Takin,210,21.9
Mammalia,Artiodactyla,Bovidae,Capra,caucasica,West Caucasian tur,157,19.3
Mammalia,Artiodactyla,Bovidae,Capra,cylindricornis,East Caucasian tur,161,20.2
Mammalia,Artiodactyla,Bovidae,Capra,nubiana,Nubian ibex,150,22.4
Mammalia,Artiodactyla,Bovidae,Capra,sibirica,Siberian ibex,175,22.3
Mammalia,Artiodactyla,Bovidae,Capricornis,crispus,Japanese serow,215,24
Mammalia,Artiodactyla,Bovidae,Capricornis,sumatraensis,Serow,213,18.5
Mammalia,Artiodactyla,Bovidae,Cephalophus,dorsalis,Bay duiker,236,17.5
Mammalia,Artiodactyla,Bovidae,Cephalophus,natalensis,Natal duiker,213,15.2
Mammalia,Artiodactyla,Bovidae,Cephalophus,niger,Black duiker,128,14.8
Mammalia,Artiodactyla,Bovidae,Cephalophus,rufilatus,Red-flanked duiker,230,15.2
Mammalia,Artiodactyla,Bovidae,Cephalophus,silvicultor,Yellow-backed duiker,165,22.5
Mammalia,Artiodactyla,Bovidae,Connochaetes,gnou,Black wildebeest,259,21.8
Mammalia,Artiodactyla,Bovidae,Damaliscus,lunatus,Topi,238,23.6
Mammalia,Artiodactyla,Bovidae,Eudorcas,rufifrons,Red-fronted gazelle,175,14.5
Mammalia,Artiodactyla,Bovidae,Eudorcas,thomsonii,Thomson's gazelle,170,20
Mammalia,Artiodactyla,Bovidae,Gazella,cuvieri,Cuvier's gazelle,171,17.9
Mammalia,Artiodactyla,Bovidae,Gazella,leptoceros,Rhim gazelle,176,14.6
Mammalia,Artiodactyla,Bovidae,Hemitragus,hylocrius,Nilgiri tahr,188,17.3
Mammalia,Artiodactyla,Bovidae,Hemitragus,jemlahicus,Himalayan tahr,183,21.8
Mammalia,Artiodactyla,Bovidae,Hippotragus,equinus,Roan antelope,284,25.9
Mammalia,Artiodactyla,Bovidae,Kobus,kob,Kob,251,21.9
Mammalia,Artiodactyla,Bovidae,Litocranius,walleri,Gerenuk,204,17.3
Mammalia,Artiodactyla,Bovidae,Madoqua,guentheri,Gunther's dik-dik,178,17.5
Mammalia,Artiodactyla,Bovidae,Madoqua,kirkii,Kirk's dik-dik,172,17.3
Mammalia,Artiodactyla,Bovidae,Naemorhedus,baileyi,Red goral,213,19
Mammalia,Artiodactyla,Bovidae,Naemorhedus,goral,Goral,215,17.6
Mammalia,Artiodactyla,Bovidae,Nanger,dama,Dama gazelle,208,19.3
Mammalia,Artiodactyla,Bovidae,Nanger,granti,Grant's gazelle,196,19.7
Mammalia,Artiodactyla,Bovidae,Nanger,soemmerringii,Soemmering's gazelle,190,15.5
Mammalia,Artiodactyla,Bovidae,Neotragus,moschatus,Suni,180,13.5
Mammalia,Artiodactyla,Bovidae,Neotragus,pygmaeus,Royal antelope,183,11.1
Mammalia,Artiodactyla,Bovidae,Oreamnos,americanus,Mountain goat,184,20.8
Mammalia,Artiodactyla,Bovidae,Oreotragus,oreotragus,Klipspringer,196,25.9
Mammalia,Artiodactyla,Bovidae,Ourebia,ourebi,Oribi,193,15.9
Mammalia,Artiodactyla,Bovidae,Ovibos,moschatus,Muskox,258,27.4
Mammalia,Artiodactyla,Bovidae,Ovis,ammon,Argali,170,16.8
Mammalia,Artiodactyla,Bovidae,Ovis,canadensis,Bighorn sheep,180,20.6
Mammalia,Artiodactyla,Bovidae,Ovis,dalli,Dall's sheep,173,19.6
Mammalia,Artiodactyla,Bovidae,Philantomba,maxwellii,Maxwell's duiker,120,18.3
Mammalia,Artiodactyla,Bovidae,Philantomba,monticola,Blue duiker,193,15.9
Mammalia,Artiodactyla,Bovidae,Procapra,gutturosa,Mongolian gazelle,185,12
Mammalia,Artiodactyla,Bovidae,Pseudois,nayaur,Bharal,160,20.9
Mammalia,Artiodactyla,Bovidae,Raphicerus,campestris,Steenbok,197,9.3
Mammalia,Artiodactyla,Bovidae,Redunca,arundinum,Southern reedbuck,224,16.8
Mammalia,Artiodactyla,Bovidae,Redunca,fulvorufula,Mountain reedbuck,216,15
Mammalia,Artiodactyla,Bovidae,Rupicapra,rupicapra,Chamois,122,17.6
